,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,test_pseudo_utt,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,
32484,32484,1498,Cissy Wang spouse Donnie Yen. Cissy Wang occupation model. Donnie Yen occupation choreographer. Donnie Yen occupation film producer. Donnie Yen domain actor.,inform," Cissy Wang is a model married to Donnie Yen, an actor, choreographer, and film producer.",2,3,(X (X) (X) (X (X))),Donnie Yen Cissy Wang model Donnie Yen choreographer Donnie Yen film producer,inform,0.3186368346,0.02026093341,49.35606766,7.535838129,0.7685138,match_scores,1,15
32497,32497,1499,Cissy Wang spouse Donnie Yen. Cissy Wang sex or gender female. Donnie Yen occupation film producer. Donnie Yen occupation television actor. Donnie Yen domain actor.,inform," Cissy Wang is a female who is married to Donnie Yen, a film producer and television actor.",2,3,(X (X) (X) (X (X))),Donnie Yen Cissy Wang female Donnie Yen film producer Donnie Yen television actor,inform,0.4111502767,0.01652808774,60.50306702,8.339775807,0.80740863,match_scores_PPL,1,17
32511,32511,1500,Cissy Wang spouse Donnie Yen. Cissy Wang date of birth 1981. Donnie Yen occupation actor. Donnie Yen occupation film actor. Donnie Yen domain actor.,inform," Cissy Wang is an actor born in 1981 who is married to Donnie Yen, a film actor.",2,3,(X (X) (X) (X (X))),Donnie Yen Cissy Wang 1981 Donnie Yen actor Donnie Yen film actor,inform,0.4073601663,0.01467517165,68.14230347,7.535838129,0.80039173,match_scores,1,17
15004,15004,1501,Jada Pinkett Smith rating highly rated. Jada Pinkett Smith spouse Will Smith. Will Smith sex or gender male. Jada Pinkett Smith domain actor.,give_opinion,Jada Pinkett Smith is a highly rated actor and her marriage to Will Smith is an inspiring example of how strong relationships can be regardless of gender.,3,3,(X (X (X (X))),Jada Pinkett Smith highly rated Jada Pinkett Smith Will Smith male,give_opinion,0.9584264,0.03685632208,27.13238716,7.305891545,0.7167885,match_scores,1,27
32528,32528,1502,Patty Duke spouse John Astin. John Astin place of birth Baltimore. Patty Duke occupation television actor. Patty Duke occupation stage actor. Patty Duke domain actor.,inform,Patty Duke is a television and stage actor who is married to John Astin from Baltimore.,2,3,(X (X) (X) (X (X))),Patty Duke John Astin Baltimore Patty Duke television actor Patty Duke stage actor,inform,0.3890070915,0.008369962669,119.4748459,8.513012361,0.81213003,match_scores,1,16
15028,15028,1503,Jada Pinkett Smith rating highly rated. Jada Pinkett Smith spouse Will Smith. Will Smith date of birth 1968. Jada Pinkett Smith domain actor.,give_opinion," I think Jada Pinkett Smith is a highly rated actor and her marriage to Will Smith, who was born in 1968, has been an inspiration to many.",3,3,(X (X (X (X))),Jada Pinkett Smith highly rated Jada Pinkett Smith Will Smith 1968,give_opinion,0.9779482,0.04201588546,23.80052185,7.022952542,0.78587586,match_scores,1,27
32552,32552,1504,Patty Duke spouse John Astin. John Astin sex or gender male. Patty Duke occupation film actor. Patty Duke occupation television actor. Patty Duke domain actor.,inform," Patty Duke is a film and television actor married to John Astin, a male.",2,3,(X (X) (X) (X (X))),Patty Duke John Astin male Patty Duke film actor Patty Duke television actor,inform,0.3467031717,0.007715614796,129.6072998,9.103526406,0.83172303,match_scores,1,14
32560,32560,1505,Patty Duke spouse John Astin. John Astin date of birth 1930. Patty Duke occupation politician. Patty Duke occupation television actor. Patty Duke domain actor.,inform," Patty Duke is a politician and television actor married to John Astin, born in 1930.",2,3,(X (X) (X) (X (X))),Patty Duke John Astin 1930 Patty Duke politician Patty Duke television actor,inform,0.2819737196,0.006760358814,147.9211426,8.513012361,0.7952394,match_scores,1,15
15053,15053,1506,Jada Pinkett Smith rating highly rated. Will Smith spouse Jada Pinkett Smith. Will Smith occupation singer. Jada Pinkett Smith domain actor.,give_opinion," I think Jada Pinkett Smith is a highly rated actor and her marriage to Will Smith, a successful singer, is an inspiration to many.",3,3,(X (X (X (X))),Jada Pinkett Smith highly rated Jada Pinkett Smith Will Smith singer,give_opinion,0.9681709,0.03277593382,30.51019096,7.850691379,0.7820671,match_scores,1,24
32574,32574,1507,Prelude to a Kiss cast member Patty Duke. Prelude to a Kiss cast member Stanley Tucci. Patty Duke occupation politician. Patty Duke spouse John Astin. Patty Duke domain actor.,inform," Patty Duke is a politician and cast member of the film Prelude to a Kiss, alongside Stanley Tucci. She is married to John Astin.",2,3,(X (X) (X) (X (X))),Patty Duke Prelude to a Kiss Stanley Tucci Patty Duke politician Patty Duke John Astin,inform,0.3906487525,0.01238220108,80.76108551,13.30519954,0.787656,match_scores,1,24
15077,15077,1508,Farrah Fawcett rating highly rated. Farrah Fawcett place of birth Corpus Christi. Ernestine Jackson place of birth Corpus Christi. Farrah Fawcett domain actor.,give_opinion,I think Farrah Fawcett is a highly rated actor from Corpus Christi. She was a real talent and her performances always stand out.,3,3,(X (X (X (X))),Farrah Fawcett highly rated Farrah Fawcett Corpus Christi Ernestine Jackson,give_opinion,0.97518754,0.03026150044,33.04528809,5.217592867,0.7178556,match_scores,1,23
32596,32596,1509,John Astin spouse Patty Duke. John Astin occupation actor. Patty Duke occupation television actor. Patty Duke occupation politician. Patty Duke domain actor.,inform," John Astin is an actor who is married to Patty Duke, a television actor and politician.",2,3,(X (X) (X) (X (X))),Patty Duke John Astin actor Patty Duke television actor Patty Duke politician,inform,0.308336705,0.01674123493,59.73274994,7.994607499,0.8104567,match_scores,1,16
32608,32608,1510,John Astin spouse Patty Duke. John Astin sex or gender male. Patty Duke occupation stage actor. Patty Duke occupation politician. Patty Duke domain actor.,inform,John Astin is a male actor who is married to Patty Duke. Patty Duke is a stage actor and politician.,2,3,(X (X) (X) (X (X))),Patty Duke John Astin male Patty Duke stage actor Patty Duke politician,inform,0.4744761884,0.01816042307,55.06479645,7.305267243,0.88813597,match_scores,1,20
32622,32622,1511,Anthony Perkins place of birth New York City. Noah Schnapp place of birth New York City. Anthony Perkins sex or gender male. Anthony Perkins occupation film actor. Anthony Perkins domain actor.,inform,Anthony Perkins is a male film actor from New York City.,2,3,(X (X) (X) (X (X))),Anthony Perkins New York City Noah Schnapp Anthony Perkins male Anthony Perkins film actor,inform,0.4837919474,0.01356682925,73.70919037,16.21599015,0.84243345,match_scores,1,11
32626,32626,1512,Anthony Perkins occupation screenwriter. Ryan Gosling occupation screenwriter. Anthony Perkins occupation film actor. Anthony Perkins occupation film director. Anthony Perkins domain actor.,inform," Anthony Perkins is an actor, screenwriter, and film director.",2,3,(X (X) (X) (X (X))),Anthony Perkins screenwriter Ryan Gosling Anthony Perkins film actor Anthony Perkins film director,inform,0.2928422391,0.03310948084,30.20282936,9.752759118,0.8295906,match_scores_PPL,1,9
15128,15128,1513,Farrah Fawcett rating highly rated. Farrah Fawcett spouse Lee Majors. Lee Majors date of birth 1939. Farrah Fawcett domain actor.,give_opinion," I think Farrah Fawcett was a highly rated actor and her marriage to Lee Majors, who was born in 1939, speaks to the longevity of her career.",3,3,(X (X (X (X))),Farrah Fawcett highly rated Farrah Fawcett Lee Majors 1939,give_opinion,0.97387344,0.03166479077,31.58081818,4.469635059,0.75268394,match_scores,1,27
15134,15134,1514,Farrah Fawcett rating highly rated. Farrah Fawcett spouse Lee Majors. Karen Velez spouse Lee Majors. Farrah Fawcett domain actor.,give_opinion," Farrah Fawcett was a highly rated actor who married actor Lee Majors twice, first to Farrah Fawcett and then to Karen Velez. Her work was always impressive and she is an inspiration to those who aspire to a career in the entertainment industry.",3,3,(X (X (X (X))),Farrah Fawcett highly rated Farrah Fawcett Lee Majors Karen Velez,give_opinion,0.91547835,0.03811543884,26.2360878,3.554243149,0.8100182,match_scores,1,43
32654,32654,1515,Anthony Perkins spouse Berry Berenson. Berry Berenson occupation actor. Anthony Perkins place of birth New York City. Anthony Perkins occupation stage actor. Anthony Perkins domain actor.,inform," Anthony Perkins was a stage actor born in New York City. He is married to Berry Berenson, who is also an actor.",2,3,(X (X) (X) (X (X))),Anthony Perkins Berry Berenson actor Anthony Perkins New York City Anthony Perkins stage actor,inform,0.3944171071,0.0348178278,28.72091866,9.525977697,0.794001,match_scores,1,22
32669,32669,1516,Anthony Perkins spouse Berry Berenson. Berry Berenson sex or gender female. Anthony Perkins occupation singer. Anthony Perkins occupation film actor. Anthony Perkins domain actor.,inform,Anthony Perkins is a singer and film actor who is married to female Berry Berenson.,2,3,(X (X) (X) (X (X))),Anthony Perkins Berry Berenson female Anthony Perkins singer Anthony Perkins film actor,inform,0.349276185,0.009471303804,105.5820847,9.103526406,0.82284564,match_scores,1,15
32677,32677,1517,Anthony Perkins spouse Berry Berenson. Berry Berenson date of birth 1948. Anthony Perkins occupation television actor. Anthony Perkins sex or gender male. Anthony Perkins domain actor.,inform,Anthony Perkins is a male television actor born in 1948 and married to Berry Berenson.,2,3,(X (X) (X) (X (X))),Anthony Perkins Berry Berenson 1948 Anthony Perkins television actor Anthony Perkins male,inform,0.5910345912,0.007416036886,134.8429108,9.103526406,0.8101476,match_scores,1,15
15177,15177,1518,Zachary Levi rating lower rated. Zachary Levi place of birth Lake Charles. Sean Patrick Flanery place of birth Lake Charles. Zachary Levi domain actor.,give_opinion," I think that Zachary Levi is a talented actor, even though his ratings are lower. His place of birth, Lake Charles, is the same as Sean Patrick Flanery, who is a highly rated actor. So, I think Zachary Levi has the potential to be great.",3,3,(X (X (X (X))),Zachary Levi lower rated Zachary Levi Lake Charles Sean Patrick Flanery,give_opinion,0.970586,0.0403785178,24.76564407,4.447626662,0.7880574,match_scores,1,45
32694,32694,1519,Psycho cast member Anthony Perkins. Psycho cast member Alfred Hitchcock. Anthony Perkins occupation actor. Anthony Perkins occupation singer. Anthony Perkins domain actor.,inform," Anthony Perkins was an actor and singer who was part of the cast of Psycho, along with Alfred Hitchcock.",2,3,(X (X) (X) (X (X))),Anthony Perkins Psycho Alfred Hitchcock Anthony Perkins actor Anthony Perkins singer,inform,0.3913058341,0.02452873849,40.7685051,5.9080024,0.7765435,match_scores,1,19
32710,32710,1520,Berry Berenson spouse Anthony Perkins. Berry Berenson place of birth New York City. Anthony Perkins sex or gender male. Anthony Perkins occupation stage actor. Anthony Perkins domain actor.,inform,Berry Berenson is a female actor from New York City who was married to male stage actor Anthony Perkins.,2,3,(X (X) (X) (X (X))),Anthony Perkins Berry Berenson New York City Anthony Perkins male Anthony Perkins stage actor,inform,0.4283966422,0.01774005057,56.36962509,12.10901303,0.77088755,match_scores,1,19
32720,32720,1521,Teri Hatcher place of birth Palo Alto. Lee Arenberg place of birth Palo Alto. Teri Hatcher occupation voice actor. Teri Hatcher occupation writer. Teri Hatcher domain actor.,inform,Teri Hatcher is a voice actor and writer from Palo Alto.,2,3,(X (X) (X) (X (X))),Teri Hatcher Palo Alto Lee Arenberg Teri Hatcher voice actor Teri Hatcher writer,inform,0.7812318206,0.02409630359,41.50014114,11.21726578,0.82017815,match_scores_PPL,1,11
32731,32731,1522,Teri Hatcher spouse Jon Tenney. Jon Tenney place of birth Princeton. Teri Hatcher occupation film actor. Teri Hatcher occupation television producer. Teri Hatcher domain actor.,inform," Teri Hatcher is a film and television actor, and producer, who is married to Jon Tenney from Princeton.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney Princeton Teri Hatcher film actor Teri Hatcher television producer,inform,0.3949892819,0.02371537998,42.16672897,6.291102779,0.78906196,match_scores,1,18
32740,32740,1523,Teri Hatcher spouse Jon Tenney. Jon Tenney sex or gender male. Teri Hatcher occupation voice actor. Teri Hatcher occupation actor. Teri Hatcher domain actor.,inform," Teri Hatcher is a voice and actor, married to male actor Jon Tenney.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney male Teri Hatcher voice actor Teri Hatcher actor,inform,0.6564876437,0.01039244499,96.22374725,8.839374327,0.83862656,match_scores,1,13
32745,32745,1524,Teri Hatcher spouse Jon Tenney. Jon Tenney spouse Leslie Urdang. Teri Hatcher occupation writer. Teri Hatcher occupation actor. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor and writer, married to Jon Tenney, who is married to Leslie Urdang.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney Leslie Urdang Teri Hatcher writer Teri Hatcher actor,inform,0.435816884,0.02430583983,41.14237595,7.126955677,0.7602244,match_scores,1,17
32756,32756,1525,Teri Hatcher spouse Jon Tenney. Jon Tenney occupation stage actor. Teri Hatcher occupation actor. Teri Hatcher occupation YouTuber. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, YouTuber and spouse of stage actor Jon Tenney.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney stage actor Teri Hatcher actor Teri Hatcher YouTuber,inform,0.2886158526,0.01401027426,71.37619019,9.782375749,0.84492564,match_scores,1,13
32770,32770,1526,Teri Hatcher spouse Jon Tenney. Jon Tenney date of birth 1961. Teri Hatcher occupation voice actor. Teri Hatcher occupation YouTuber. Teri Hatcher domain actor.,inform," Teri Hatcher is a voice actor and a YouTuber married to Jon Tenney, born in 1961.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney 1961 Teri Hatcher voice actor Teri Hatcher YouTuber,inform,0.5484656096,0.01597277687,62.60652161,7.994607499,0.8244776,match_scores,1,16
32775,32775,1527,Teri Hatcher spouse Jon Tenney. Music from Another Room cast member Jon Tenney. Teri Hatcher occupation YouTuber. Teri Hatcher occupation model. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor, model, YouTuber, and spouse of Jon Tenney who was in Music from Another Room.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney Music from Another Room Teri Hatcher YouTuber Teri Hatcher model,inform,0.327468425,0.01213525244,82.40454865,14.72821272,0.78342736,match_scores,1,19
32783,32783,1528,Teri Hatcher spouse Jon Tenney. Leslie Urdang spouse Jon Tenney. Teri Hatcher occupation actor. Teri Hatcher occupation film actor. Teri Hatcher domain actor.,inform," Teri Hatcher is an actor and film actor, married to Jon Tenney. Leslie Urdang is also married to Jon Tenney.",2,3,(X (X) (X) (X (X))),Teri Hatcher Jon Tenney Leslie Urdang Teri Hatcher actor Teri Hatcher film actor,inform,0.3983962834,0.02612400051,38.27897644,6.783489805,0.73378795,match_scores_PPL,1,20
32799,32799,1529,Desperate Housewives cast member Teri Hatcher. Desperate Housewives cast member Roselyn Sánchez. Teri Hatcher occupation actor. Teri Hatcher occupation film actor. Teri Hatcher domain actor.,inform," Teri Hatcher is a film actor who is part of the cast of Desperate Housewives, along with Roselyn Sánchez.",2,3,(X (X) (X) (X (X))),Teri Hatcher Desperate Housewives Roselyn Sánchez Teri Hatcher actor Teri Hatcher film actor,inform,0.405587703,0.03960061305,25.25213432,7.264339766,0.8370168,match_scores,1,19
32811,32811,1530,Heather Locklear place of birth Los Angeles. Val Kilmer place of birth Los Angeles. Heather Locklear occupation actor. Heather Locklear sex or gender female. Heather Locklear domain actor.,inform,Heather Locklear is a female actor from Los Angeles.,2,3,(X (X) (X) (X (X))),Heather Locklear Los Angeles Val Kilmer Heather Locklear actor Heather Locklear female,inform,0.3638976812,0.009898668394,101.0236893,10.75365958,0.85354364,match_scores,1,9
32818,32818,1531,Heather Locklear place of birth Los Angeles. Category:Scientists from Los Angeles occupation Los Angeles. Heather Locklear sex or gender female. Heather Locklear occupation television actor. Heather Locklear domain actor.,inform,Heather Locklear is a female television actor from Los Angeles.,2,3,(X (X) (X) (X (X))),Heather Locklear Los Angeles Category:Scientists from Los Angeles Heather Locklear female Heather Locklear television actor,inform,0.3766373396,0.008798266552,113.6587524,12.28742277,0.9012855,match_scores_PPL,1,10
32824,32824,1532,Heather Locklear spouse Tommy Lee. Tommy Lee place of birth Athens. Heather Locklear occupation voice actor. Heather Locklear occupation model. Heather Locklear domain actor.,inform,Heather Locklear is a voice actor and model who is married to Tommy Lee from Athens.,2,3,(X (X) (X) (X (X))),Heather Locklear Tommy Lee Athens Heather Locklear voice actor Heather Locklear model,inform,0.4162765145,0.00847217975,118.0333786,8.513012361,0.80132717,match_scores,1,16
15327,15327,1533,Yukio Mishima rating highly rated. Black Lizard cast member Yukio Mishima. Black Lizard cast member Isao Kimura. Yukio Mishima domain actor.,give_opinion,Yukio Mishima is a highly rated actor and his performance alongside Isao Kimura in Black Lizard is one of the best I've ever seen.,3,3,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima Black Lizard Isao Kimura,give_opinion,0.9829501,0.02992914912,33.41224289,6.024757292,0.8423053,match_scores,1,24
32843,32843,1534,Heather Locklear spouse Tommy Lee. Tommy Lee occupation disc jockey. Heather Locklear occupation film actor. Heather Locklear occupation television actor. Heather Locklear domain actor.,inform,Heather Locklear is a film and television actor married to disc jockey Tommy Lee.,2,3,(X (X) (X) (X (X))),Heather Locklear Tommy Lee disc jockey Heather Locklear film actor Heather Locklear television actor,inform,0.3464640975,0.01045723684,95.62755585,10.82597837,0.867008,match_scores,1,14
15341,15341,1535,Yukio Mishima rating highly rated. Miguel Angel Hurtado Delgado occupation Yukio Mishima. Miguel Angel Hurtado Delgado sex or gender male. Yukio Mishima domain actor.,give_opinion," Yukio Mishima has been highly rated as an actor, and I think that the performances of Miguel Angel Hurtado Delgado as Yukio Mishima were particularly impressive. He has shown great skill in portraying a male character.",3,3,(X (X (X (X))),Yukio Mishima highly rated Yukio Mishima Miguel Angel Hurtado Delgado male,give_opinion,0.9652214,0.03028643548,33.01808167,9.042851015,0.8665378,match_scores,1,36
32866,32866,1536,Heather Locklear spouse Tommy Lee. Tommy Lee height taller. Heather Locklear occupation actor. Heather Locklear sex or gender female. Heather Locklear domain actor.,inform,Heather Locklear is a female actor married to Tommy Lee who is taller than average.,2,3,(X (X) (X) (X (X))),Heather Locklear Tommy Lee taller Heather Locklear actor Heather Locklear female,inform,0.4517742395,0.006325255738,158.0963745,7.955891555,0.7700168,match_scores,1,15
32882,32882,1537,Heather Locklear spouse Tommy Lee. Tommy Lee date of birth 1962. Heather Locklear occupation film producer. Heather Locklear spouse Richie Sambora. Heather Locklear domain actor.,inform,Heather Locklear is an actor and film producer who was married to Tommy Lee in 1962 and Richie Sambora.,2,3,(X (X) (X) (X (X))),Heather Locklear Tommy Lee 1962 Heather Locklear film producer Heather Locklear Richie Sambora,inform,0.3502092957,0.006987228818,143.1182556,7.88727299,0.8003306,match_scores,1,19
32883,32883,1538,Heather Locklear spouse Tommy Lee. Brittany Furlan spouse Tommy Lee. Heather Locklear occupation film actor. Heather Locklear place of birth Los Angeles. Heather Locklear domain actor.,inform,Heather Locklear is a film actor from Los Angeles who is married to Tommy Lee.,2,3,(X (X) (X) (X (X))),Heather Locklear Tommy Lee Brittany Furlan Heather Locklear film actor Heather Locklear Los Angeles,inform,0.4368622899,0.01208875391,82.72151184,9.782375749,0.79493695,match_scores_PPL,1,15
32898,32898,1539,Heather Locklear spouse Tommy Lee. Vanilla Sky cast member Tommy Lee. Heather Locklear occupation voice actor. Heather Locklear occupation actor. Heather Locklear domain actor.,inform," Heather Locklear is a voice actor and actor, married to Tommy Lee. She was a cast member of Vanilla Sky.",2,3,(X (X) (X) (X (X))),Heather Locklear Tommy Lee Vanilla Sky Heather Locklear voice actor Heather Locklear actor,inform,0.734431386,0.01763864569,56.69369507,6.783489805,0.7810549,match_scores,1,20
32910,32910,1540,Bea Arthur place of birth New York City. Noah Schnapp place of birth New York City. Bea Arthur sex or gender female. Bea Arthur spouse Gene Saks. Bea Arthur domain actor.,inform,Bea Arthur is a female actor from New York City who was married to Gene Saks.,2,3,(X (X) (X) (X (X))),Bea Arthur New York City Noah Schnapp Bea Arthur female Bea Arthur Gene Saks,inform,0.3662728369,0.01610093252,62.10820389,12.93698117,0.7149673,match_scores_PPL,1,16
32914,32914,1541,Bea Arthur spouse Gene Saks. Gene Saks place of birth New York City. Bea Arthur occupation voice actor. Bea Arthur occupation film actor. Bea Arthur domain actor.,inform,Bea Arthur is a voice actor and film actor who was born in New York City. She is married to Gene Saks.,2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks New York City Bea Arthur voice actor Bea Arthur film actor,inform,0.6085453033,0.03458696753,28.91262436,10.66554916,0.7964396,match_scores,1,22
32930,32930,1542,Bea Arthur spouse Gene Saks. Gene Saks occupation film director. Bea Arthur sex or gender female. Bea Arthur occupation television actor. Bea Arthur domain actor.,inform,Bea Arthur is a female television actor and spouse of film director Gene Saks.,2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks film director Bea Arthur female Bea Arthur television actor,inform,0.3161287606,0.004117424245,242.870285,10.82597837,0.8279955,match_scores_PPL,1,14
32939,32939,1543,Bea Arthur spouse Gene Saks. Gene Saks sex or gender male. Bea Arthur sex or gender female. Bea Arthur occupation stage actor. Bea Arthur domain actor.,inform," Bea Arthur is a female stage actor and was married to Gene Saks, a male.",2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks male Bea Arthur female Bea Arthur stage actor,inform,0.3230534792,0.008519805369,117.3735733,8.513012361,0.79551494,match_scores,1,15
32949,32949,1544,Bea Arthur spouse Gene Saks. Gene Saks date of birth 1921. Bea Arthur occupation television actor. Bea Arthur occupation singer. Bea Arthur domain actor.,inform," Bea Arthur is a television actor and singer, born in 1921. She was married to Gene Saks.",2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks 1921 Bea Arthur television actor Bea Arthur singer,inform,0.381329149,0.0177489521,56.34135437,7.126955677,0.7844662,match_scores,1,17
32952,32952,1545,Bea Arthur spouse Gene Saks. Deconstructing Harry cast member Gene Saks. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur occupation voice actor. Bea Arthur domain actor.,inform," Bea Arthur is a voice actor who was married to Robert Alan Aurthur and Gene Saks, the cast member of Deconstructing Harry.",2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks Deconstructing Harry Bea Arthur Robert Alan Aurthur Bea Arthur voice actor,inform,0.6380143762,0.008912158679,112.2062607,10.66554916,0.84582675,match_scores,1,22
15452,15452,1546,Lena Dunham rating highly rated. Luis Felber spouse Lena Dunham. Luis Felber date of birth 1986. Lena Dunham domain actor.,give_opinion," Lena Dunham is a highly rated actor and I think her relationship with her spouse Luis Felber, who was born in 1986, is an inspiring example of true love.",3,3,(X (X (X (X))),Lena Dunham highly rated Lena Dunham Luis Felber 1986,give_opinion,0.96848834,0.01614216713,61.94955063,4.176135637,0.713479,match_scores,1,29
32972,32972,1547,Gene Saks spouse Bea Arthur. Gene Saks place of birth New York City. Bea Arthur occupation singer. Bea Arthur occupation television actor. Bea Arthur domain actor.,inform,Gene Saks is an actor born in New York City and married to Bea Arthur. Bea Arthur is a singer and television actor.,2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks New York City Bea Arthur singer Bea Arthur television actor,inform,0.5067349672,0.02189427982,45.6740303,10.43518573,0.86404127,match_scores,1,23
32982,32982,1548,Gene Saks spouse Bea Arthur. Gene Saks occupation film director. Bea Arthur sex or gender female. Bea Arthur place of birth New York City. Bea Arthur domain actor.,inform," Gene Saks is a film director, married to the female actor Bea Arthur. Bea Arthur was born in New York City.",2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks film director Bea Arthur female Bea Arthur New York City,inform,0.3066523373,0.01639819879,60.98230743,10.90009698,0.8761618,match_scores,1,21
32992,32992,1549,Gene Saks spouse Bea Arthur. Gene Saks sex or gender male. Bea Arthur spouse Robert Alan Aurthur. Bea Arthur place of birth New York City. Bea Arthur domain actor.,inform,Gene Saks is a male actor who was married to Bea Arthur. Bea Arthur was born in New York City and was married to Robert Alan Aurthur.,2,3,(X (X) (X) (X (X))),Bea Arthur Gene Saks male Bea Arthur Robert Alan Aurthur Bea Arthur New York City,inform,0.4194131196,0.01844603888,54.21218109,11.24053708,0.8417198,match_scores_PPL,1,27
33003,33003,1550,James Cromwell place of birth Los Angeles. Val Kilmer place of birth Los Angeles. James Cromwell occupation television actor. James Cromwell spouse Julie Cobb. James Cromwell domain actor.,inform,James Cromwell is a television actor from Los Angeles who is married to Julie Cobb.,2,3,(X (X) (X) (X (X))),James Cromwell Los Angeles Val Kilmer James Cromwell television actor James Cromwell Julie Cobb,inform,0.4639096856,0.01756106789,56.9441452,9.782375749,0.7832562,match_scores,1,15
15508,15508,1551,Candace Cameron Bure rating highly rated. Candace Cameron Bure spouse Valeri Bure. Valeri Bure date of birth 1974. Candace Cameron Bure domain actor.,give_opinion," Candace Cameron Bure is a highly rated actor and her marriage to Valeri Bure, born in 1974, is an inspiring example of lasting love.",3,3,(X (X (X (X))),Candace Cameron Bure highly rated Candace Cameron Bure Valeri Bure 1974,give_opinion,0.94654155,0.01684012207,59.38199234,7.850691379,0.7520661,match_scores,1,24
33025,33025,1552,James Cromwell spouse Julie Cobb. Julie Cobb place of birth Los Angeles. James Cromwell occupation film actor. James Cromwell occupation television actor. James Cromwell domain actor.,inform,James Cromwell is a film and television actor from Los Angeles. He is married to Julie Cobb.,2,3,(X (X) (X) (X (X))),James Cromwell Julie Cobb Los Angeles James Cromwell film actor James Cromwell television actor,inform,0.5509394407,0.03268135967,30.59848213,8.339775807,0.81534064,match_scores_PPL,1,17
15521,15521,1553,Candace Cameron Bure rating highly rated. Some Kind of Wonderful cast member Candace Cameron Bure. Some Kind of Wonderful cast member Pamela Anderson. Candace Cameron Bure domain actor.,give_opinion,I think Candace Cameron Bure is a highly rated actor and her performance in Some Kind of Wonderful alongside Pamela Anderson was really great.,3,3,(X (X (X (X))),Candace Cameron Bure highly rated Candace Cameron Bure Some Kind of Wonderful Pamela Anderson,give_opinion,0.96975493,0.01218012897,82.10093689,16.60839072,0.81058663,match_scores,1,24
15538,15538,1554,Candace Cameron Bure rating highly rated. Valeri Bure spouse Candace Cameron Bure. Valeri Bure place of birth Minsk. Candace Cameron Bure domain actor.,give_opinion," I really admire Candace Cameron Bure and her husband Valeri Bure, who was born in Minsk. Candace is highly rated as an actor and their relationship is an inspiring example of true love.",3,3,(X (X (X (X))),Candace Cameron Bure highly rated Candace Cameron Bure Valeri Bure Minsk,give_opinion,0.9734082,0.02627114304,38.06457901,5.973478099,0.78602314,match_scores,1,33
33060,33060,1555,James Cromwell spouse Julie Cobb. Julie Cobb sex or gender female. James Cromwell occupation voice actor. James Cromwell sex or gender male. James Cromwell domain actor.,inform," James Cromwell is a male voice actor married to Julie Cobb, who is female.",2,3,(X (X) (X) (X (X))),James Cromwell Julie Cobb female James Cromwell voice actor James Cromwell male,inform,0.6891405582,0.01070948106,93.37520599,9.103526406,0.8265524,match_scores_PPL,1,14
33062,33062,1556,James Cromwell spouse Julie Cobb. Julie Cobb date of birth 1947. James Cromwell occupation television actor. James Cromwell occupation stage actor. James Cromwell domain actor.,inform," James Cromwell is a television and stage actor who is married to Julie Cobb, born in 1947.",2,3,(X (X) (X) (X (X))),James Cromwell Julie Cobb 1947 James Cromwell television actor James Cromwell stage actor,inform,0.5901904106,0.01424205694,70.21457672,7.535838129,0.81382823,match_scores,1,17
33075,33075,1557,James Cromwell spouse Julie Cobb. Victor French spouse Julie Cobb. James Cromwell occupation stage actor. James Cromwell occupation voice actor. James Cromwell domain actor.,inform," James Cromwell is a stage and voice actor who is married to Julie Cobb, as is Victor French.",2,3,(X (X) (X) (X (X))),James Cromwell Julie Cobb Victor French James Cromwell stage actor James Cromwell voice actor,inform,0.6969432235,0.007281491372,137.3345032,7.88727299,0.8186808,match_scores,1,18
33090,33090,1558,James Cromwell spouse Julie Cobb. Charles in Charge cast member Julie Cobb. James Cromwell occupation actor. James Cromwell occupation voice actor. James Cromwell domain actor.,inform," James Cromwell is an actor and voice actor, married to Julie Cobb who was a cast member in Charles in Charge.",2,3,(X (X) (X) (X (X))),James Cromwell Julie Cobb Charles in Charge James Cromwell actor James Cromwell voice actor,inform,0.6626422405,0.01100837975,90.83988953,10.41441909,0.8193092,match_scores_PPL,1,21
