index,mr_new,da,text,num_hops,num_triples,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,da_acc,length
1084,"Knightfall genre adventure film. Knightfall character Joan I of Navarre, Margaret of Burgundy. Knightfall creator David Petrarca, Douglas Mackinnon. Knightfall screenwriter Vincent Angell. Knightfall awards received None. Knightfall review score average. Knightfall domain tv.",inform,"Knightfall is an average-rated adventure film starring Joan I of Navarre, Margaret of Burgundy, created by David Petrarca and Douglas Mackinnon. It was written by Vincent Angell and did not receive any awards.",1,7,"Knightfall 'Adventure Film' 'Joan I Of Navarre', 'Margaret Of Burgundy' 'David Petrarca', 'Douglas Mackinnon' 'Vincent Angell' 'None' Average",inform,0.9904318452,0.01015172363,98.50543976,1.409149944,0.71515816,match_scores,1,33
1085,"Wolf Hall genre television series based on a novel. Wolf Hall character George Cavendish, Anne Boleyn. Wolf Hall cast member James Larkin, Robert Wilfort. Wolf Hall review score average. Wolf Hall domain tv.",inform,"Wolf Hall is an average-rated television series based on the novel of the same name, starring James Larkin, Robert Wilfort, George Cavendish, and Anne Boleyn.",1,5,"Wolf Hall 'Television Series Based On A Novel' 'George Cavendish', 'Anne Boleyn' 'James Larkin', 'Robert Wilfort' Average",inform,0.9697919488,0.02752052985,36.3365097,2.952787808,0.7973905,match_scores,1,25
1086,Perry Mason genre television adaptation. Perry Mason awards received None. Perry Mason screenwriter Ron Fitzgerald. Perry Mason domain tv.,inform,"Perry Mason is a television adaptation written by Ron Fitzgerald, that has not won any awards.",1,4,Perry Mason 'Television Adaptation' 'None' 'Ron Fitzgerald',inform,0.9764509201,0.006292858552,158.9102936,4.295382418,0.70604527,match_scores,1,16
1087,Belgravia genre historical television series. Belgravia creator John Alexander. Belgravia domain tv.,inform,Belgravia is a historical television series created by John Alexander.,1,3,Belgravia 'Historical Television Series' 'John Alexander',inform,0.9714485407,0.00685387799,145.9028015,3.747776737,0.83903694,match_scores_PPL,1,10
1088,The Last of Us review score average. The Last of Us screenwriter Craig Mazin. The Last of Us genre post-apocalyptic television series. The Last of Us domain tv.,verify_attribute,You said The Last of Us was just an average post-apocalyptic TV series. Do you usually have the same opinion of Craig Mazin's shows?,1,4,The Last Of Us Average 'Craig Mazin' 'Post-Apocalyptic Television Series',verify_attribute,0.9846960306,0.02577248183,38.80107498,3.197383344,0.756153,match_scores,1,24
1089,Ms. Marvel genre superhero film. Ms. Marvel review score average. Ms. Marvel domain tv.,inform,Ms. Marvel is an average-rated superhero television series.,1,6,Ms. Marvel 'Superhero Film' Average,inform,0.9509280324,0.009471127916,105.5840454,15.61969968,0.7632188,match_scores,1,8
1090,"Atlanta review score average. Atlanta character Darius, Earnest ""Earn"" Marks. Atlanta screenwriter Donald Glover. Atlanta domain tv.",verify_attribute,"You said Atlanta was just okay. Do you usually find Donald Glover's shows featuring Darius and Earnest ""Earn"" Marks to be average?",1,4,"Atlanta Average 'Darius', 'Earnest ""Earn"" Marks' 'Donald Glover'",verify_attribute,0.9800688028,0.003314705983,301.6858826,5.778323993,0.7134559,match_scores_PPL,1,22
1091,"The Crown genre drama television series. The Crown awards received None. The Crown character Edward VIII of the United Kingdom, Anthony Eden. The Crown creator Philip Martin, Stephen Daldry. The Crown screenwriter Peter Morgan. The Crown review score average. The Crown domain tv.",inform,"The Crown is an average-rated drama television series featuring Edward VIII of the United Kingdom, Anthony Eden, and written by Peter Morgan. It is created by Philip Martin and Stephen Daldry.",1,7,"The Crown 'Drama Television Series' 'None' 'Edward Viii Of The United Kingdom', 'Anthony Eden' 'Philip Martin', 'Stephen Daldry' 'Peter Morgan' Average",inform,0.9891167283,0.01887778896,52.9723053,2.655628278,0.69345766,match_scores,1,31
1092,The Musketeers genre drama television series. The Musketeers review score average. The Musketeers domain tv.,inform,The Musketeers is an average-rated drama television series.,1,3,The Musketeers 'Drama Television Series' Average,inform,0.9411717057,0.01260607814,79.32681274,9.535414041,0.85735136,match_scores_PPL,1,8
1093,"The Expanse genre drama television series. The Expanse cast member Cara Gee, Frankie Adams. The Expanse domain tv.",inform,The Expanse is a drama television series featuring Cara Gee and Frankie Adams.,1,3,"The Expanse 'Drama Television Series' 'Cara Gee', 'Frankie Adams'",inform,0.9800902605,0.006948866096,143.908371,5.679677445,0.7008845,match_scores_PPL,1,13
1094,"Obi-Wan Kenobi genre science fiction. Obi-Wan Kenobi awards received None. Obi-Wan Kenobi review score average. Obi-Wan Kenobi creator Deborah Chow. Obi-Wan Kenobi character Darth Vader, Obi-Wan Kenobi. Obi-Wan Kenobi cast member Ewan McGregor, Indira Varma. Obi-Wan Kenobi screenwriter Hossein Amini. Obi-Wan Kenobi domain tv.",inform,"Obi-Wan Kenobi is an average-rated science fiction TV series created by Deborah Chow, written by Hossein Amini, and starring Ewan McGregor, Indira Varma, and Darth Vader as Obi-Wan Kenobi.",1,8,"Obi-Wan Kenobi 'Science Fiction' 'None' Average 'Deborah Chow' 'Darth Vader', 'Obi-Wan Kenobi' 'Ewan Mcgregor', 'Indira Varma' 'Hossein Amini'",inform,0.9850308895,0.03470662073,28.81294632,2.588906517,0.7332122,match_scores,1,29
1095,Self Made: Inspired by the Life of Madam C. J. Walker genre biographical film. Self Made: Inspired by the Life of Madam C. J. Walker awards received None. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,inform,Self Made: Inspired by the Life of Madam C. J. Walker is a biographical film that hasn't won any awards.,1,9,Self Made: Inspired By The Life Of Madam C. J. Walker 'Biographical Film' 'None',inform,0.7716255188,0.01700753889,58.79745483,30.16672853,0.7502203,match_scores,1,20
1096,"Lonesome Dove review score average. Lonesome Dove screenwriter William D. Wittliff. Lonesome Dove cast member Danny Glover, Ricky Schroder. Lonesome Dove domain tv.",verify_attribute,You said Lonesome Dove was just average. Do you usually think William D. Wittliff's shows starring Danny Glover and Ricky Schroder are mediocre?,1,5,"Lonesome Dove Average 'William D. Wittliff' 'Danny Glover', 'Ricky Schroder'",verify_attribute,0.9772533774,0.005506008629,181.6197662,4.085892079,0.7061426,match_scores,1,23
1097,"Galactica 1980 genre science fiction television series. Galactica 1980 review score average. Galactica 1980 awards received None. Galactica 1980 creator Vince Edwards, Daniel Haller. Galactica 1980 character Commander Adama, Lieutenant Boomer. Galactica 1980 domain tv.",inform,"Galactica 1980 is an average-rated science fiction television series with no awards, created by Vince Edwards and Daniel Haller, starring Commander Adama and Lieutenant Boomer.",1,6,"Galactica 1980 'Science Fiction Television Series' Average 'None' 'Vince Edwards', 'Daniel Haller' 'Commander Adama', 'Lieutenant Boomer'",inform,0.9868843555,0.007719048132,129.5496521,3.176023543,0.718571,match_scores,1,25
1098,"Yellowstone genre drama television series. Yellowstone screenwriter Taylor Sheridan. Yellowstone cast member Luke Grimes, Kevin Costner. Yellowstone domain tv.",inform,"Yellowstone is a drama television series written by Taylor Sheridan, starring Luke Grimes and Kevin Costner.",1,4,"Yellowstone 'Drama Television Series' 'Taylor Sheridan' 'Luke Grimes', 'Kevin Costner'",inform,0.9887738228,0.01056034646,94.69386292,2.554049666,0.7755855,match_scores_PPL,1,16
1099,"House genre medical drama. House cast member John Scurti, Vicki Davis. House domain tv.",inform,House is a medical drama starring John Scurti and Vicki Davis.,1,3,"House 'Medical Drama' 'John Scurti', 'Vicki Davis'",inform,0.913987577,0.004997477851,200.1009369,3.386498568,0.7347295,match_scores_PPL,1,11
1100,1899 genre horror fiction. 1899 creator Baran bo Odar. 1899 awards received None. 1899 screenwriter Baran bo Odar. 1899 domain tv.,inform,"1899 is a horror fiction created by Baran bo Odar and written by Baran bo Odar, which hasn't won any awards.",1,5,1899 'Horror Fiction' 'Baran Bo Odar' 'None' 'Baran Bo Odar',inform,0.954320848,0.01198700591,83.42366791,1.646664242,0.77397835,match_scores,1,21
1101,1899 genre horror fiction. 1899 screenwriter Baran bo Odar. 1899 awards received None. 1899 domain tv.,inform,1899 is a horror fiction written by Baran bo Odar that hasn't won any awards.,1,4,1899 'Horror Fiction' 'Baran Bo Odar' 'None',inform,0.899789989,0.003691690654,270.8786011,2.445593937,0.7033138,match_scores,1,15
1102,"The Terminal List genre action television series. The Terminal List cast member J. D. Pardo, Taylor Kitsch. The Terminal List review score average. The Terminal List awards received None. The Terminal List screenwriter David DiGilio. The Terminal List domain tv.",inform,"The Terminal List is an average-rated action television series starring J. D. Pardo and Taylor Kitsch, written by David DiGilio, and has not won any awards.",1,8,"The Terminal List 'Action Television Series' 'J. D. Pardo', 'Taylor Kitsch' Average 'None' 'David Digilio'",inform,0.9887069464,0.01218594953,82.0617218,7.803326225,0.6615431,match_scores,1,26
1103,Freud review score average. Freud creator Marvin Kren. Freud domain tv.,verify_attribute,I know you weren't a fan of Freud. Do you usually think Marvin Kren's shows are just average?,1,3,Freud Average 'Marvin Kren',verify_attribute,0.9728959799,0.006243646055,160.1628265,1.914603069,0.75440586,match_scores,1,18
1104,"Heartstopper review score good. Heartstopper character Nick Nelson, Coach Singh. Heartstopper screenwriter Alice May Oseman. Heartstopper domain tv.",verify_attribute,You said Heartstopper was really good. Do you usually like Alice May Oseman's work featuring Nick Nelson and Coach Singh?,1,4,"Heartstopper Good 'Nick Nelson', 'Coach Singh' 'Alice May Oseman'",verify_attribute,0.981263876,0.003313169992,301.8257446,2.054026831,0.725517,match_scores,1,20
1105,"Perry Mason genre legal drama. Perry Mason character Hamilton Burger, Paul Drake. Perry Mason domain tv.",inform,Perry Mason is a legal drama starring Hamilton Burger and Paul Drake.,1,3,"Perry Mason 'Legal Drama' 'Hamilton Burger', 'Paul Drake'",inform,0.9790024757,0.00140592605,711.2749634,6.178110636,0.79056925,match_scores_PPL,1,12
1106,"Downton Abbey review score average. Downton Abbey cast member Trevor Cooper, Anna Chancellor. Downton Abbey domain tv.",verify_attribute,You said Downton Abbey was average. Do you usually think shows starring Trevor Cooper and Anna Chancellor are just ok?,1,3,"Downton Abbey Average 'Trevor Cooper', 'Anna Chancellor'",verify_attribute,0.9792151451,0.005962204738,167.7231903,3.454447598,0.7588781,match_scores,1,20
1107,"The Lord of the Rings: The Rings of Power genre drama television series. The Lord of the Rings: The Rings of Power creator Wayne Yip, Charlotte Brandstrom’. The Lord of the Rings: The Rings of Power review score average. The Lord of the Rings: The Rings of Power awards received None. The Lord of the Rings: The Rings of Power domain tv.",inform,"The Lord of the Rings: The Rings of Power is an average-rated drama television series created by Wayne Yip and Charlotte Brandstrom', but it hasn't won any awards.",1,5,"The Lord Of The Rings: The Rings Of Power 'Drama Television Series' 'Wayne Yip', 'Charlotte Brandstrom’ Average 'None'",inform,0.9253082871,0.01166635188,85.71659851,9.594785034,0.77292156,match_scores,1,28
1108,Angel genre detective television series. Angel domain tv.,inform,Angel is a detective television series.,1,2,Angel 'Detective Television Series',inform,0.9694524407,0.002179306775,458.8615112,6.567274736,0.8762003,match_scores_PPL,1,6
1109,Star Trek: Picard review score average. Star Trek: Picard domain tv.,verify_attribute,You said that Star Trek: Picard was average. Do you think most tv series are average?,1,2,Star Trek: Picard Average,verify_attribute,0.9752482772,0.01571256479,63.64333344,12.67371854,0.7332616,match_scores,1,16
1110,"Star Trek: Picard genre science fiction television series. Star Trek: Picard character Cristóbal Rios, Zhaban. Star Trek: Picard review score average. Star Trek: Picard awards received None. Star Trek: Picard domain tv.",inform,"Star Trek: Picard is an average-rated science fiction television series starring Cristóbal Rios and Zhaban, which hasn't won any awards.",1,5,"Star Trek: Picard 'Science Fiction Television Series' 'Cristóbal Rios', 'Zhaban' Average 'None'",inform,0.9728466868,0.01773059551,56.39968491,10.90009698,0.7867686,match_scores,1,20
1111,Self Made: Inspired by the Life of Madam C. J. Walker review score average. Self Made: Inspired by the Life of Madam C. J. Walker domain tv.,verify_attribute,I know you found Self Made: Inspired by the Life of Madam C. J. Walker to be average. Do you usually think TV shows are not that great?,1,6,Self Made: Inspired By The Life Of Madam C. J. Walker Average,verify_attribute,0.9654238224,0.01444887484,69.20954132,21.53459765,0.7858653,match_scores,1,28
1112,"Galactica 1980 genre science fiction television series. Galactica 1980 screenwriter Jeff Freilich. Galactica 1980 awards received None. Galactica 1980 creator Daniel Haller, Ron Satlof. Galactica 1980 domain tv.",inform,"Galactica 1980 is a science fiction television series written by Jeff Freilich, created by Daniel Haller and Ron Satlof, and has not won any awards.",1,5,"Galactica 1980 'Science Fiction Television Series' 'Jeff Freilich' 'None' 'Daniel Haller', 'Ron Satlof'",inform,0.9916171432,0.01612096034,62.03104401,2.955622942,0.71962214,match_scores,1,25
1113,"Lonesome Dove genre television western. Lonesome Dove awards received None. Lonesome Dove cast member Barry Tubb, Tommy Lee Jones. Lonesome Dove review score average. Lonesome Dove screenwriter William D. Wittliff. Lonesome Dove domain tv.",inform,"Lonesome Dove is an average-rated television western starring Barry Tubb and Tommy Lee Jones, written by William D. Wittliff, and has not won any awards.",1,7,"Lonesome Dove 'Television Western' 'None' 'Barry Tubb', 'Tommy Lee Jones' Average 'William D. Wittliff'",inform,0.9389080405,0.009762031127,102.4376984,4.027629651,0.71855617,match_scores,1,25
1114,"Freud genre historical film. Freud screenwriter Marvin Kren. Freud character Crown Prince of Austria, Rudolf. Freud creator Marvin Kren. Freud domain tv.",inform,"Freud is a historical film written by Marvin Kren, featuring characters Crown Prince of Austria and Rudolf. Marvin Kren is also the creator of the film.",1,5,"Freud 'Historical Film' 'Marvin Kren' Crown Prince Of Austria', 'Rudolf 'Marvin Kren'",inform,0.9721811414,0.009523324451,105.0053482,3.060336737,0.7271807,match_scores,1,26
1115,True Detective genre neo-noir. True Detective domain tv.,inform,True Detective is a neo-noir television series.,1,2,True Detective 'Neo-Noir',inform,0.9710103869,0.02157720776,46.34519958,11.04479557,0.66829276,match_scores_PPL,1,7
1116,Ekaterina review score average. Ekaterina genre drama film. Ekaterina screenwriter Arif Aliyev. Ekaterina domain tv.,verify_attribute,You said Ekaterina was just an average drama film. Do you usually think Arif Aliyev's movies are mediocre?,1,4,Ekaterina Average 'Drama Film' 'Arif Aliyev',verify_attribute,0.9839721918,0.01093989153,91.40858459,1.914603069,0.7294951,match_scores,1,18
1117,"Breaking Bad genre drama television series. Breaking Bad character Gus Fring, Tuco Salamanca. Breaking Bad creator Tim Hunter, Michael Slovis. Breaking Bad domain tv.",inform,"Breaking Bad is a drama television series starring Gus Fring and Tuco Salamanca, created by Tim Hunter and Michael Slovis.",1,4,"Breaking Bad 'Drama Television Series' 'Gus Fring', 'Tuco Salamanca' 'Tim Hunter', 'Michael Slovis'",inform,0.9645257592,0.01642809609,60.87132645,3.8229747,0.71834344,match_scores_PPL,1,20
1118,My Love from the Star genre romance film. My Love from the Star domain tv.,inform,My Love from the Star is a romance film.,1,2,My Love From The Star 'Romance Film',inform,0.91989398,0.004831203132,206.9877777,9.287529,0.8514544,match_scores_PPL,1,9
1119,"Vikings genre historical drama. Vikings review score average. Vikings cast member Trevor Cooper, India Mullen. Vikings awards received None. Vikings domain tv.",inform,"Vikings is an average-rated historical drama starring Trevor Cooper and India Mullen, which has not received any awards.",1,5,"Vikings 'Historical Drama' Average 'Trevor Cooper', 'India Mullen' 'None'",inform,0.9444192052,0.004812772176,207.7804565,2.276859592,0.7397298,match_scores,1,18
1120,"The Lord of the Rings: The Rings of Power review score average. The Lord of the Rings: The Rings of Power character Bronwyn, Ontamo. The Lord of the Rings: The Rings of Power creator J. A. Bayona, Charlotte Brandstrom’. The Lord of the Rings: The Rings of Power domain tv.",verify_attribute,You said The Lord of the Rings: The Rings of Power had an average score. Do you usually think J. A. Bayona and Charlotte Brandstrom's shows featuring Bronwyn and Ontamo are just okay?,1,6,"The Lord Of The Rings: The Rings Of Power Average 'Bronwyn', 'Ontamo' 'J. A. Bayona', 'Charlotte Brandstrom’",verify_attribute,0.9892373681,0.007682313997,130.1691132,10.03989474,0.7275967,match_scores,1,33
1121,"Drop Dead Diva genre American television sitcom. Drop Dead Diva character Luke Daniels, Jay Parker. Drop Dead Diva cast member Marcus Lyle Brown, Brooke Elliott. Drop Dead Diva creator Michael Grossman, Jamie Babbit. Drop Dead Diva screenwriter Josh Berman. Drop Dead Diva awards received None. Drop Dead Diva review score average. Drop Dead Diva domain tv.",inform,"Drop Dead Diva is an American television sitcom starring Luke Daniels, Jay Parker, Marcus Lyle Brown, and Brooke Elliott. It was created by Michael Grossman and Jamie Babbit, written by Josh Berman, and has an average rating.",1,8,"Drop Dead Diva 'American Television Sitcom' 'Luke Daniels', 'Jay Parker' 'Marcus Lyle Brown', 'Brooke Elliott' 'Michael Grossman', 'Jamie Babbit' 'Josh Berman' 'None' Average",inform,0.9708560705,0.0127863583,78.20835114,3.828564254,0.70926535,match_scores,1,37
1122,Freud review score average. Freud screenwriter Benjamin Hessler. Freud domain tv.,verify_attribute,You said Freud was just average. Do you usually find Benjamin Hessler's tv works to be mediocre?,1,3,Freud Average 'Benjamin Hessler',verify_attribute,0.9810307026,0.004034750967,247.8467712,2.024446266,0.75412226,match_scores,1,17
1123,"The Big Bang Theory review score excellent. The Big Bang Theory character Stuart Bloom, Bernadette Rostenkowski-Wolowitz. The Big Bang Theory domain tv.",verify_attribute,You said The Big Bang Theory was excellent. Do you usually think shows with Stuart Bloom and Bernadette Rostenkowski-Wolowitz are great?,1,3,"The Big Bang Theory Excellent 'Stuart Bloom', 'Bernadette Rostenkowski-Wolowitz'",verify_attribute,0.9841068983,0.01197038455,83.539505,10.30867525,0.80865574,match_scores,1,21
1124,"Drop Dead Diva genre comedy drama. Drop Dead Diva cast member Marcus Lyle Brown, Gregory Alan Williams. Drop Dead Diva review score average. Drop Dead Diva creator David Petrarca, Jamie Babbit. Drop Dead Diva screenwriter Josh Berman. Drop Dead Diva domain tv.",inform,"Drop Dead Diva is an average comedy drama series starring Marcus Lyle Brown and Gregory Alan Williams. It was created by David Petrarca and Jamie Babbit, with Josh Berman as the screenwriter.",1,6,"Drop Dead Diva 'Comedy Drama' 'Marcus Lyle Brown', 'Gregory Alan Williams' Average 'David Petrarca', 'Jamie Babbit' 'Josh Berman'",inform,0.9832068682,0.01077688062,92.79122925,4.674499231,0.7317471,match_scores,1,32
1125,"Lonesome Dove genre television western. Lonesome Dove review score average. Lonesome Dove creator Simon Wincer. Lonesome Dove character Big Zwey, Captain Woodrow F. Call. Lonesome Dove cast member O-Lan Jones, James McMurtry. Lonesome Dove screenwriter William D. Wittliff. Lonesome Dove domain tv.",inform,"Lonesome Dove is an average-rated television western created by Simon Wincer, written by William D. Wittliff, and starring O-Lan Jones, James McMurtry, Big Zwey, and Captain Woodrow F. Call.",1,9,"Lonesome Dove 'Television Western' Average 'Simon Wincer' 'Big Zwey', 'Captain Woodrow F. Call' 'O-Lan Jones', 'James Mcmurtry' 'William D. Wittliff'",inform,0.9796769023,0.006878990706,145.370163,5.805041512,0.72183305,match_scores,1,29
1126,"Stranger Things review score good. Stranger Things character Mike Wheeler, Dustin Henderson. Stranger Things genre drama television series. Stranger Things domain tv.",verify_attribute,You said that Stranger Things was good. Do you usually enjoy drama TV series featuring Mike Wheeler and Dustin Henderson?,1,4,"Stranger Things Good 'Mike Wheeler', 'Dustin Henderson' 'Drama Television Series'",verify_attribute,0.9694972634,0.004638324168,215.595108,3.454447598,0.6575165,match_scores,1,20
1127,Obi-Wan Kenobi review score average. Obi-Wan Kenobi screenwriter Hossein Amini. Obi-Wan Kenobi awards received None. Obi-Wan Kenobi domain tv.,verify_attribute,You said Obi-Wan Kenobi was average. Do you usually think Hossein Amini's television works are unremarkable?,1,4,Obi-Wan Kenobi Average 'Hossein Amini' 'None',verify_attribute,0.9883267283,0.007017490508,142.5010834,4.295382418,0.7227446,match_scores,1,16
1128,"Stranger Things genre horror television series. Stranger Things screenwriter Matt Duffer. Stranger Things creator Ross Duffer, Andrew Stanton. Stranger Things cast member Charlie Heaton, Winona Ryder. Stranger Things review score good. Stranger Things domain tv.",inform,"Stranger Things is a good-rated horror television series created by Ross Duffer and Andrew Stanton, written by Matt Duffer, and starring Charlie Heaton and Winona Ryder.",1,6,"Stranger Things 'Horror Television Series' 'Matt Duffer' 'Ross Duffer', 'Andrew Stanton' 'Charlie Heaton', 'Winona Ryder' Good",inform,0.9921404719,0.03964326446,25.22496605,3.060336737,0.72415954,match_scores,1,26
1129,"Wallander genre crime television series. Wallander screenwriter Henning Mankell. Wallander creator Philip Martin, Niall MacCormick. Wallander character Kurt Wallander. Wallander review score average. Wallander awards received British Academy Television Award for Best Actor. Wallander domain tv.",inform,"Wallander is an average-rated crime television series written by Henning Mankell and created by Philip Martin and Niall MacCormick, starring Kurt Wallander. It has won the British Academy Television Award for Best Actor.",1,7,"Wallander 'Crime Television Series' 'Henning Mankell' 'Philip Martin', 'Niall Maccormick' 'Kurt Wallander' Average 'British Academy Television Award For Best Actor'",inform,0.9901993871,0.01321873173,75.65022278,4.538861827,0.736553,match_scores,1,33
1130,"Galactica 1980 review score average. Galactica 1980 creator Sidney Hayers, Daniel Haller. Galactica 1980 domain tv.",verify_attribute,You said Galactica 1980 was just average. Do you usually think the same of Sidney Hayers and Daniel Haller's television works?,1,3,"Galactica 1980 Average 'Sidney Hayers', 'Daniel Haller'",verify_attribute,0.9856932163,0.003705254093,269.8870239,3.293328484,0.71310765,match_scores,1,21
1131,Strike genre crime television series. Strike domain tv.,inform,Strike is a crime television series.,1,2,Strike 'Crime Television Series',inform,0.9824019074,0.001492462944,670.0333862,6.567274736,0.8605503,match_scores_PPL,1,6
1132,Breaking Bad genre television western. Breaking Bad screenwriter Sam Catlin. Breaking Bad awards received Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series. Breaking Bad domain tv.,inform,Breaking Bad is a television western written by Sam Catlin and has won the Primetime Emmy Award for Outstanding Single-Camera Picture Editing for a Drama Series.,1,4,Breaking Bad 'Television Western' 'Sam Catlin' 'Primetime Emmy Award For Outstanding Single-Camera Picture Editing For A Drama Series',inform,0.9626712799,0.03790979287,26.37840843,12.09034063,0.8919958,match_scores,1,26
1133,The Big Bang Theory review score excellent. The Big Bang Theory genre American television sitcom. The Big Bang Theory domain tv.,verify_attribute,You said The Big Bang Theory was excellent. Do you usually love American television sitcoms?,1,3,The Big Bang Theory Excellent 'American Television Sitcom',verify_attribute,0.9714437127,0.01597027894,62.61631393,14.31712315,0.7983325,match_scores,1,15
1134,The Big Bang Theory genre American television sitcom. The Big Bang Theory domain tv.,inform,The Big Bang Theory is an American television sitcom.,1,2,The Big Bang Theory 'American Television Sitcom',inform,0.9172562957,0.03220925004,31.04698181,26.26909894,0.92923695,match_scores_PPL,1,9
1135,"Cougar Town genre American television sitcom. Cougar Town screenwriter Bill Lawrence. Cougar Town awards received None. Cougar Town creator Courteney Cox, Millicent Shelton. Cougar Town domain tv.",inform,"Cougar Town is an American television sitcom created by Courteney Cox and Millicent Shelton, written by Bill Lawrence, but has not won any awards.",1,5,"Cougar Town 'American Television Sitcom' 'Bill Lawrence' 'None' 'Courteney Cox', 'Millicent Shelton'",inform,0.9637624025,0.02070882442,48.28859329,3.071749005,0.7116155,match_scores,1,24
1136,"Ekaterina review score average. Ekaterina creator Dmitri Iosifov, Aleksandr Baranov. Ekaterina character Grigory Orlov’, Aleksey Obreskov. Ekaterina domain tv.",verify_attribute,You said Ekaterina was just decent. Do you usually find Dmitri Iosifov and Aleksandr Baranov's tv shows starring Grigory Orlov’ and Aleksey Obreskov to be average?,1,4,"Ekaterina Average 'Dmitri Iosifov', 'Aleksandr Baranov' 'Grigory Orlov’, 'Aleksey Obreskov'",verify_attribute,0.9713629484,0.0102018713,98.0212326,1.588011771,0.7563705,match_scores,1,26
1137,"Foundation genre television series based on a novel. Foundation cast member Jared Harris, Lou Llobell. Foundation awards received None. Foundation review score average. Foundation character Brother Dusk, Brother Day. Foundation creator Rupert Sanders. Foundation domain tv.",inform,"Foundation is an average-rated television series based on a novel, starring Jared Harris, Lou Llobell, Brother Dusk, and Brother Day. It was created by Rupert Sanders and has not received any awards.",1,7,"Foundation 'Television Series Based On A Novel' 'Jared Harris', 'Lou Llobell' 'None' Average 'Brother Dusk', 'Brother Day' 'Rupert Sanders'",inform,0.9885005951,0.01003492686,99.65194702,1.275399827,0.6278299,match_scores,1,32
1138,Cougar Town genre American television sitcom. Cougar Town domain tv.,inform,Cougar Town is an American television sitcom.,1,2,Cougar Town 'American Television Sitcom',inform,0.9344031215,0.006858180004,145.8112793,11.04479557,0.92606485,match_scores_PPL,1,7
1139,"Bleak House genre television series based on a novel. Bleak House screenwriter Andrew Davies. Bleak House cast member Patrick Kennedy, Denis Lawson. Bleak House review score average. Bleak House domain tv.",inform,"Bleak House is an average-rated television series based on a novel by Andrew Davies, starring Patrick Kennedy and Denis Lawson.",1,5,"Bleak House 'Television Series Based On A Novel' 'Andrew Davies' 'Patrick Kennedy', 'Denis Lawson' Average",inform,0.9806582928,0.01452186972,68.86165619,3.8229747,0.79780966,match_scores_PPL,1,20
1140,"My Love from the Star review score average. My Love from the Star character Heo Gyun, Heo Jun. My Love from the Star creator Jang Tae-yoo. My Love from the Star domain tv.",verify_attribute,You said My Love from the Star was just okay. Do you usually think Jang Tae-yoo's shows starring Heo Gyun and Heo Jun are average?,1,4,"My Love From The Star Average 'Heo Gyun', 'Heo Jun' 'Jang Tae-Yoo'",verify_attribute,0.9840807319,0.007273083211,137.4932709,3.071749005,0.71582586,match_scores,1,25
1141,"Cougar Town genre American television sitcom. Cougar Town screenwriter Mara Brock Akil. Cougar Town review score average. Cougar Town creator Chris Koch, Bill Lawrence. Cougar Town domain tv.",inform,"Cougar Town is an average-rated American television sitcom created by Chris Koch and Bill Lawrence, written by Mara Brock Akil.",1,5,"Cougar Town 'American Television Sitcom' 'Mara Brock Akil' Average 'Chris Koch', 'Bill Lawrence'",inform,0.9526028037,0.006621718947,151.0181885,4.108053662,0.8142317,match_scores,1,20
1142,The Girlfriend Experience review score average. The Girlfriend Experience screenwriter Amy Seimetz. The Girlfriend Experience domain tv.,verify_attribute,You said The Girlfriend Experience was average. Do you usually think Amy Seimetz's TV shows are mediocre?,1,3,The Girlfriend Experience Average 'Amy Seimetz',verify_attribute,0.982440114,0.01491600756,67.04206848,7.535838129,0.73476535,match_scores,1,17
1143,"The Flash genre drama television series. The Flash creator David Nutter. The Flash review score average. The Flash character Barry Allen, Joe West. The Flash domain tv.",inform,"The Flash is an average-rated drama television series created by David Nutter, starring Barry Allen and Joe West.",1,5,"The Flash 'Drama Television Series' 'David Nutter' Average 'Barry Allen', 'Joe West'",inform,0.9795401096,0.03196879998,31.2804985,4.2377132,0.7431496,match_scores_PPL,1,18
1144,"The Girlfriend Experience review score average. The Girlfriend Experience cast member James Gilbert, Michael Cram. The Girlfriend Experience domain tv.",verify_attribute,You said that The Girlfriend Experience was just okay. Do you usually think that shows starring James Gilbert and Michael Cram are average?,1,3,"The Girlfriend Experience Average 'James Gilbert', 'Michael Cram'",verify_attribute,0.9797387123,0.007623056956,131.1809692,5.606668411,0.73464066,match_scores,1,23
1145,"The I-Land genre drama television series. The I-Land review score average. The I-Land awards received None. The I-Land screenwriter Neil LaBute. The I-Land cast member Kyle Schmid, Taylor Handley. The I-Land domain tv.",inform,"The I-Land is an average-rated drama television series written by Neil LaBute, starring Kyle Schmid and Taylor Handley. It hasn't won any awards.",1,6,"The I-Land 'Drama Television Series' Average 'None' 'Neil Labute' 'Kyle Schmid', 'Taylor Handley'",inform,0.9771739244,0.01202921733,83.13092804,3.197383344,0.64515615,match_scores,1,23
